full_text,cleaning,case_folding,tokenize,filtering/stopword removal,steaming_data
BERASA DITANYA BUAT INTERVIEW uhmm mungkin dari aku sih yang asertif tapi juga affectionate fleksibel komunitatif accepting ga judgy gak ilang ilangan punya value yang sama introverted supportive mungkin punya ambisi dan mungkin aku cocok bgt sama feeler https://t.co/3Y1fy13wRy,BERASA DITANYA BUAT INTERVIEW uhmm mungkin dari aku sih yang asertif tapi juga affectionate fleksibel komunitatif accepting ga judgy gak ilang ilangan punya value yang sama introverted supportive mungkin punya ambisi dan mungkin aku cocok bgt sama feeler ,berasa ditanya buat interview uhmm mungkin dari aku sih yang asertif tapi juga affectionate fleksibel komunitatif accepting ga judgy gak ilang ilangan punya value yang sama introverted supportive mungkin punya ambisi dan mungkin aku cocok bgt sama feeler ,"['berasa', 'ditanya', 'buat', 'interview', 'uhmm', 'mungkin', 'dari', 'aku', 'sih', 'yang', 'asertif', 'tapi', 'juga', 'affectionate', 'fleksibel', 'komunitatif', 'accepting', 'ga', 'judgy', 'gak', 'ilang', 'ilangan', 'punya', 'value', 'yang', 'sama', 'introverted', 'supportive', 'mungkin', 'punya', 'ambisi', 'dan', 'mungkin', 'aku', 'cocok', 'bgt', 'sama', 'feeler']","['berasa', 'interview', 'uhmm', 'sih', 'asertif', 'affectionate', 'fleksibel', 'komunitatif', 'accepting', 'ga', 'judgy', 'gak', 'ilang', 'ilangan', 'value', 'introverted', 'supportive', 'ambisi', 'cocok', 'bgt', 'feeler']",asa interview uhmm sih asertif affectionate fleksibel komunitatif accepting ga judgy gak ilang ilangan value introverted supportive ambisi cocok bgt feeler
@pentolkuriya Milo sebelum jadi anak iisma,pentolkuriya Milo sebelum jadi anak iisma,pentolkuriya milo sebelum jadi anak iisma,"['pentolkuriya', 'milo', 'sebelum', 'jadi', 'anak', 'iisma']","['pentolkuriya', 'milo', 'anak', 'iisma']",pentolkuriya milo anak iisma
@Hyungstress ngapain belajar bugil coba,Hyungstress ngapain belajar bugil coba,hyungstress ngapain belajar bugil coba,"['hyungstress', 'ngapain', 'belajar', 'bugil', 'coba']","['hyungstress', 'ngapain', 'belajar', 'bugil', 'coba']",hyungstress ngapain ajar bugil coba
@khannsssa iyaa akunnya does not exist tibatiba,khannsssa iyaa akunnya does not exist tibatiba,khannsssa iyaa akunnya does not exist tibatiba,"['khannsssa', 'iyaa', 'akunnya', 'does', 'not', 'exist', 'tibatiba']","['khannsssa', 'iyaa', 'akunnya', 'does', 'not', 'exist', 'tibatiba']",khannsssa iyaa akun does not exist tibatiba
@figlianim @collegemenfess Sekarang udh ada program mosma nder sama kek iisma Bahkan dari uin jkt udh banyak awardee nyaa Cman tetep sih mosma gk ada yg ke Jerman,figlianim collegemenfess Sekarang udh ada program mosma nder sama kek iisma Bahkan dari uin jkt udh banyak awardee nyaa Cman tetep sih mosma gk ada yg ke Jerman,figlianim collegemenfess sekarang udh ada program mosma nder sama kek iisma bahkan dari uin jkt udh banyak awardee nyaa cman tetep sih mosma gk ada yg ke jerman,"['figlianim', 'collegemenfess', 'sekarang', 'udh', 'ada', 'program', 'mosma', 'nder', 'sama', 'kek', 'iisma', 'bahkan', 'dari', 'uin', 'jkt', 'udh', 'banyak', 'awardee', 'nyaa', 'cman', 'tetep', 'sih', 'mosma', 'gk', 'ada', 'yg', 'ke', 'jerman']","['figlianim', 'collegemenfess', 'udh', 'program', 'mosma', 'nder', 'kek', 'iisma', 'uin', 'jkt', 'udh', 'awardee', 'nyaa', 'cman', 'tetep', 'sih', 'mosma', 'gk', 'yg', 'jerman']",figlianim collegemenfess udh program mosma nder kek iisma uin jkt udh awardee nyaa cman tetep sih mosma gk yg jerman
@aboutreia telat satu hari ,aboutreia telat satu hari ,aboutreia telat satu hari ,"['aboutreia', 'telat', 'satu', 'hari']","['aboutreia', 'telat']",aboutreia telat
@kanna_kagami @collegemenfess Abis ini ada program IGIP kok (program baru mbkm) Merupakan program untuk magang di luar negeri Requirement kurang lebih seperti iisma Bahkan fundingnya sama dgn iisma bedanya kalo iisma pertukaran pelajar IGIP ini magang Mungkin bisa nyari info dari sekarang,kannakagami collegemenfess Abis ini ada program IGIP kok program baru mbkm Merupakan program untuk magang di luar negeri Requirement kurang lebih seperti iisma Bahkan fundingnya sama dgn iisma bedanya kalo iisma pertukaran pelajar IGIP ini magang Mungkin bisa nyari info dari sekarang,kannakagami collegemenfess abis ini ada program igip kok program baru mbkm merupakan program untuk magang di luar negeri requirement kurang lebih seperti iisma bahkan fundingnya sama dgn iisma bedanya kalo iisma pertukaran pelajar igip ini magang mungkin bisa nyari info dari sekarang,"['kannakagami', 'collegemenfess', 'abis', 'ini', 'ada', 'program', 'igip', 'kok', 'program', 'baru', 'mbkm', 'merupakan', 'program', 'untuk', 'magang', 'di', 'luar', 'negeri', 'requirement', 'kurang', 'lebih', 'seperti', 'iisma', 'bahkan', 'fundingnya', 'sama', 'dgn', 'iisma', 'bedanya', 'kalo', 'iisma', 'pertukaran', 'pelajar', 'igip', 'ini', 'magang', 'mungkin', 'bisa', 'nyari', 'info', 'dari', 'sekarang']","['kannakagami', 'collegemenfess', 'abis', 'program', 'igip', 'program', 'mbkm', 'program', 'magang', 'negeri', 'requirement', 'iisma', 'fundingnya', 'dgn', 'iisma', 'bedanya', 'kalo', 'iisma', 'pertukaran', 'pelajar', 'igip', 'magang', 'nyari', 'info']",kannakagami collegemenfess abis program igip program mbkm program magang negeri requirement iisma fundingnya dgn iisma beda kalo iisma tukar ajar igip magang nyari info
@adriiillll @IISMAfess Maksudnya gimana tu kaaa??,adriiillll IISMAfess Maksudnya gimana tu kaaa,adriiillll iismafess maksudnya gimana tu kaaa,"['adriiillll', 'iismafess', 'maksudnya', 'gimana', 'tu', 'kaaa']","['adriiillll', 'iismafess', 'maksudnya', 'gimana', 'tu', 'kaaa']",adriiillll iismafess maksud gimana tu kaaa
Yg dapet LPDP or IISMA disini keknya kebanyakan cuma pada pamer foto jalan-jalan dah gitu aja.,Yg dapet LPDP or IISMA disini keknya kebanyakan cuma pada pamer foto jalanjalan dah gitu aja,yg dapet lpdp or iisma disini keknya kebanyakan cuma pada pamer foto jalanjalan dah gitu aja,"['yg', 'dapet', 'lpdp', 'or', 'iisma', 'disini', 'keknya', 'kebanyakan', 'cuma', 'pada', 'pamer', 'foto', 'jalanjalan', 'dah', 'gitu', 'aja']","['yg', 'dapet', 'lpdp', 'or', 'iisma', 'keknya', 'kebanyakan', 'pamer', 'foto', 'jalanjalan', 'dah', 'gitu', 'aja']",yg dapet lpdp or iisma kek banyak pamer foto jalanjalan dah gitu aja
makan date tiap hr‍↕️,makan date tiap hr,makan date tiap hr,"['makan', 'date', 'tiap', 'hr']","['makan', 'date', 'hr']",makan date hr
@hannncill pulang disambut suara2 kereta lu lok,hannncill pulang disambut suara kereta lu lok,hannncill pulang disambut suara kereta lu lok,"['hannncill', 'pulang', 'disambut', 'suara', 'kereta', 'lu', 'lok']","['hannncill', 'pulang', 'disambut', 'suara', 'kereta', 'lu', 'lok']",hannncill pulang sambut suara kereta lu lok
@hexiay syarat iisma kahh,hexiay syarat iisma kahh,hexiay syarat iisma kahh,"['hexiay', 'syarat', 'iisma', 'kahh']","['hexiay', 'syarat', 'iisma', 'kahh']",hexiay syarat iisma kahh
sem 1 = kena mental krn matkul + gacocok sm lingkungannya first time konsul ke psikolog klinik makara sem 2 = panit&amp;bem akademik flop daftar utbk ulang sem 3 = terima nasib mulai ngejar IP sem 4 = mulai sadar diri buat ngebut krn smt depan udah pada iisma/intern,sem   kena mental krn matkul  gacocok sm lingkungannya first time konsul ke psikolog klinik makara sem   panitampbem akademik flop daftar utbk ulang sem   terima nasib mulai ngejar IP sem   mulai sadar diri buat ngebut krn smt depan udah pada iismaintern,sem   kena mental krn matkul  gacocok sm lingkungannya first time konsul ke psikolog klinik makara sem   panitampbem akademik flop daftar utbk ulang sem   terima nasib mulai ngejar ip sem   mulai sadar diri buat ngebut krn smt depan udah pada iismaintern,"['sem', 'kena', 'mental', 'krn', 'matkul', 'gacocok', 'sm', 'lingkungannya', 'first', 'time', 'konsul', 'ke', 'psikolog', 'klinik', 'makara', 'sem', 'panitampbem', 'akademik', 'flop', 'daftar', 'utbk', 'ulang', 'sem', 'terima', 'nasib', 'mulai', 'ngejar', 'ip', 'sem', 'mulai', 'sadar', 'diri', 'buat', 'ngebut', 'krn', 'smt', 'depan', 'udah', 'pada', 'iismaintern']","['sem', 'kena', 'mental', 'krn', 'matkul', 'gacocok', 'sm', 'lingkungannya', 'first', 'time', 'konsul', 'psikolog', 'klinik', 'makara', 'sem', 'panitampbem', 'akademik', 'flop', 'daftar', 'utbk', 'ulang', 'sem', 'terima', 'nasib', 'ngejar', 'ip', 'sem', 'sadar', 'ngebut', 'krn', 'smt', 'udah', 'iismaintern']",sem kena mental krn matkul gacocok sm lingkung first time konsul psikolog klinik makara sem panitampbem akademik flop daftar utbk ulang sem terima nasib ngejar ip sem sadar ngebut krn smt udah iismaintern
capek bgt pengen nangis tapi aku inget kalau aku pengen jadi awarde next year,capek bgt pengen nangis tapi aku inget kalau aku pengen jadi awarde next year,capek bgt pengen nangis tapi aku inget kalau aku pengen jadi awarde next year,"['capek', 'bgt', 'pengen', 'nangis', 'tapi', 'aku', 'inget', 'kalau', 'aku', 'pengen', 'jadi', 'awarde', 'next', 'year']","['capek', 'bgt', 'pengen', 'nangis', 'inget', 'pengen', 'awarde', 'next', 'year']",capek bgt ken nang inget ken awarde next year
kalo gue ngerjain tugas proyek (kelompok) do it my self gue egois ga? soalnya jujur lebih capek ngajak berpartisipasi orang2 ketimbang ngerjain sendiri :) udah 2 hari diajak gaada yg mau gerak sedangkan dl nya hari ini. gapapa soalnya hari ini uda lihat Seunghan ,kalo gue ngerjain tugas proyek kelompok do it my self gue egois ga soalnya jujur lebih capek ngajak berpartisipasi orang ketimbang ngerjain sendiri  udah  hari diajak gaada yg mau gerak sedangkan dl nya hari ini gapapa soalnya hari ini uda lihat Seunghan ,kalo gue ngerjain tugas proyek kelompok do it my self gue egois ga soalnya jujur lebih capek ngajak berpartisipasi orang ketimbang ngerjain sendiri  udah  hari diajak gaada yg mau gerak sedangkan dl nya hari ini gapapa soalnya hari ini uda lihat seunghan ,"['kalo', 'gue', 'ngerjain', 'tugas', 'proyek', 'kelompok', 'do', 'it', 'my', 'self', 'gue', 'egois', 'ga', 'soalnya', 'jujur', 'lebih', 'capek', 'ngajak', 'berpartisipasi', 'orang', 'ketimbang', 'ngerjain', 'sendiri', 'udah', 'hari', 'diajak', 'gaada', 'yg', 'mau', 'gerak', 'sedangkan', 'dl', 'nya', 'hari', 'ini', 'gapapa', 'soalnya', 'hari', 'ini', 'uda', 'lihat', 'seunghan']","['kalo', 'gue', 'ngerjain', 'tugas', 'proyek', 'kelompok', 'do', 'it', 'my', 'self', 'gue', 'egois', 'ga', 'jujur', 'capek', 'ngajak', 'berpartisipasi', 'orang', 'ketimbang', 'ngerjain', 'udah', 'diajak', 'gaada', 'yg', 'gerak', 'dl', 'nya', 'gapapa', 'uda', 'lihat', 'seunghan']",kalo gue ngerjain tugas proyek kelompok do it my self gue egois ga jujur capek ngajak partisipasi orang ketimbang ngerjain udah ajak gaada yg gerak dl nya gapapa uda lihat seunghan
@nyansaurus hihi itsokayy cya pastiii nnt bareng kita bisaa yaa ((amin)) ,nyansaurus hihi itsokayy cya pastiii nnt bareng kita bisaa yaa amin ,nyansaurus hihi itsokayy cya pastiii nnt bareng kita bisaa yaa amin ,"['nyansaurus', 'hihi', 'itsokayy', 'cya', 'pastiii', 'nnt', 'bareng', 'kita', 'bisaa', 'yaa', 'amin']","['nyansaurus', 'hihi', 'itsokayy', 'cya', 'pastiii', 'nnt', 'bareng', 'bisaa', 'yaa', 'amin']",nyansaurus hihi itsokayy cya pastiii nnt bareng bisaa yaa amin
UMR sekecil itu berkelahi dengan harapan keluarga,UMR sekecil itu berkelahi dengan harapan keluarga,umr sekecil itu berkelahi dengan harapan keluarga,"['umr', 'sekecil', 'itu', 'berkelahi', 'dengan', 'harapan', 'keluarga']","['umr', 'berkelahi', 'harapan', 'keluarga']",umr kelah harap keluarga
Apakah kalau gaada steady ground english gabisa ikut iisma? Nope. Seinget aku ada yg dapet score det 95 yang dapet iisma. Tetapi menurut aku: - cara kamu sortir/pilihan univ kamu itu penting - you just need to practice twice or thrice as hard,Apakah kalau gaada steady ground english gabisa ikut iisma Nope Seinget aku ada yg dapet score det  yang dapet iisma Tetapi menurut aku  cara kamu sortirpilihan univ kamu itu penting  you just need to practice twice or thrice as hard,apakah kalau gaada steady ground english gabisa ikut iisma nope seinget aku ada yg dapet score det  yang dapet iisma tetapi menurut aku  cara kamu sortirpilihan univ kamu itu penting  you just need to practice twice or thrice as hard,"['apakah', 'kalau', 'gaada', 'steady', 'ground', 'english', 'gabisa', 'ikut', 'iisma', 'nope', 'seinget', 'aku', 'ada', 'yg', 'dapet', 'score', 'det', 'yang', 'dapet', 'iisma', 'tetapi', 'menurut', 'aku', 'cara', 'kamu', 'sortirpilihan', 'univ', 'kamu', 'itu', 'penting', 'you', 'just', 'need', 'to', 'practice', 'twice', 'or', 'thrice', 'as', 'hard']","['gaada', 'steady', 'ground', 'english', 'gabisa', 'iisma', 'nope', 'seinget', 'yg', 'dapet', 'score', 'det', 'dapet', 'iisma', 'sortirpilihan', 'univ', 'you', 'just', 'need', 'to', 'practice', 'twice', 'or', 'thrice', 'as', 'hard']",gaada steady ground english gabisa iisma nope seinget yg dapet score det dapet iisma sortirpilihan univ you just need to practice twice or thrice as hard
270 trilliun bisa jadiin iisma program wajib anak kuliah se indonesia bisa jalanin tanpa seleksi gonggg, trilliun bisa jadiin iisma program wajib anak kuliah se indonesia bisa jalanin tanpa seleksi gonggg, trilliun bisa jadiin iisma program wajib anak kuliah se indonesia bisa jalanin tanpa seleksi gonggg,"['trilliun', 'bisa', 'jadiin', 'iisma', 'program', 'wajib', 'anak', 'kuliah', 'se', 'indonesia', 'bisa', 'jalanin', 'tanpa', 'seleksi', 'gonggg']","['trilliun', 'jadiin', 'iisma', 'program', 'wajib', 'anak', 'kuliah', 'indonesia', 'jalanin', 'seleksi', 'gonggg']",trilliun jadiin iisma program wajib anak kuliah indonesia jalanin seleksi gonggg
@kireireoreo @IISMAfess Mauu mutualan kaa,kireireoreo IISMAfess Mauu mutualan kaa,kireireoreo iismafess mauu mutualan kaa,"['kireireoreo', 'iismafess', 'mauu', 'mutualan', 'kaa']","['kireireoreo', 'iismafess', 'mauu', 'mutualan', 'kaa']",kireireoreo iismafess mauu mutualan kaa
Njing rame bgt menfess eug,Njing rame bgt menfess eug,njing rame bgt menfess eug,"['njing', 'rame', 'bgt', 'menfess', 'eug']","['njing', 'rame', 'bgt', 'menfess', 'eug']",njing rame bgt menfess eug
iisma boleh bawa gitar/keyboard ga sih?,iisma boleh bawa gitarkeyboard ga sih,iisma boleh bawa gitarkeyboard ga sih,"['iisma', 'boleh', 'bawa', 'gitarkeyboard', 'ga', 'sih']","['iisma', 'bawa', 'gitarkeyboard', 'ga', 'sih']",iisma bawa gitarkeyboard ga sih
@IISMAfess Hubungan sama iisma ap?,IISMAfess Hubungan sama iisma ap,iismafess hubungan sama iisma ap,"['iismafess', 'hubungan', 'sama', 'iisma', 'ap']","['iismafess', 'hubungan', 'iisma', 'ap']",iismafess hubung iisma ap
@sbtstuff tag aku pls @pppineappllee,sbtstuff tag aku pls pppineappllee,sbtstuff tag aku pls pppineappllee,"['sbtstuff', 'tag', 'aku', 'pls', 'pppineappllee']","['sbtstuff', 'tag', 'pls', 'pppineappllee']",sbtstuff tag pls pppineappllee
@tabibiba sebrp mehong...,tabibiba sebrp mehong,tabibiba sebrp mehong,"['tabibiba', 'sebrp', 'mehong']","['tabibiba', 'sebrp', 'mehong']",tabibiba sebrp mehong
@sleketeprikitiw gw pukul lu ribut sini,sleketeprikitiw gw pukul lu ribut sini,sleketeprikitiw gw pukul lu ribut sini,"['sleketeprikitiw', 'gw', 'pukul', 'lu', 'ribut', 'sini']","['sleketeprikitiw', 'gw', 'lu', 'ribut']",sleketeprikitiw gw lu ribut
Pemilihanku terhadap DET ini juga menjadi pengaruh besar terhadap pilihan univ iisma. Pros: - cheaper - belajar dan ujiannya lebih seru dibanding ept lain - ujian (1 jam atau kurang) dan hasilnya keluar paling cepet dibanding ept lain (2 hari),Pemilihanku terhadap DET ini juga menjadi pengaruh besar terhadap pilihan univ iisma Pros  cheaper  belajar dan ujiannya lebih seru dibanding ept lain  ujian  jam atau kurang dan hasilnya keluar paling cepet dibanding ept lain  hari,pemilihanku terhadap det ini juga menjadi pengaruh besar terhadap pilihan univ iisma pros  cheaper  belajar dan ujiannya lebih seru dibanding ept lain  ujian  jam atau kurang dan hasilnya keluar paling cepet dibanding ept lain  hari,"['pemilihanku', 'terhadap', 'det', 'ini', 'juga', 'menjadi', 'pengaruh', 'besar', 'terhadap', 'pilihan', 'univ', 'iisma', 'pros', 'cheaper', 'belajar', 'dan', 'ujiannya', 'lebih', 'seru', 'dibanding', 'ept', 'lain', 'ujian', 'jam', 'atau', 'kurang', 'dan', 'hasilnya', 'keluar', 'paling', 'cepet', 'dibanding', 'ept', 'lain', 'hari']","['pemilihanku', 'det', 'pengaruh', 'pilihan', 'univ', 'iisma', 'pros', 'cheaper', 'belajar', 'ujiannya', 'seru', 'dibanding', 'ept', 'ujian', 'jam', 'hasilnya', 'cepet', 'dibanding', 'ept']",pilih det pengaruh pilih univ iisma pros cheaper ajar uji seru banding ept uji jam hasil cepet banding ept
@gezabayusans Waktu ga puasa di maskam setiap senin dan kamis adaaa. Aku langganan antri disana,gezabayusans Waktu ga puasa di maskam setiap senin dan kamis adaaa Aku langganan antri disana,gezabayusans waktu ga puasa di maskam setiap senin dan kamis adaaa aku langganan antri disana,"['gezabayusans', 'waktu', 'ga', 'puasa', 'di', 'maskam', 'setiap', 'senin', 'dan', 'kamis', 'adaaa', 'aku', 'langganan', 'antri', 'disana']","['gezabayusans', 'ga', 'puasa', 'maskam', 'senin', 'kamis', 'adaaa', 'langganan', 'antri', 'disana']",gezabayusans ga puasa maskam senin kamis adaaa langgan antri sana
@Kiddcat_ boleh kok gpp bgt krn setiap mahasiswa/i dikasih jatah 2x ikut program kampus merdeka apapun kombinasinanya (msib/iisma/kampus mengajar/etc) dan aku sendiri jg skrg lg msib nih dan ttp aman saja daftar iisma^^,Kiddcat boleh kok gpp bgt krn setiap mahasiswai dikasih jatah x ikut program kampus merdeka apapun kombinasinanya msibiismakampus mengajaretc dan aku sendiri jg skrg lg msib nih dan ttp aman saja daftar iisma,kiddcat boleh kok gpp bgt krn setiap mahasiswai dikasih jatah x ikut program kampus merdeka apapun kombinasinanya msibiismakampus mengajaretc dan aku sendiri jg skrg lg msib nih dan ttp aman saja daftar iisma,"['kiddcat', 'boleh', 'kok', 'gpp', 'bgt', 'krn', 'setiap', 'mahasiswai', 'dikasih', 'jatah', 'x', 'ikut', 'program', 'kampus', 'merdeka', 'apapun', 'kombinasinanya', 'msibiismakampus', 'mengajaretc', 'dan', 'aku', 'sendiri', 'jg', 'skrg', 'lg', 'msib', 'nih', 'dan', 'ttp', 'aman', 'saja', 'daftar', 'iisma']","['kiddcat', 'gpp', 'bgt', 'krn', 'mahasiswai', 'dikasih', 'jatah', 'x', 'program', 'kampus', 'merdeka', 'apapun', 'kombinasinanya', 'msibiismakampus', 'mengajaretc', 'jg', 'skrg', 'lg', 'msib', 'nih', 'ttp', 'aman', 'daftar', 'iisma']",kiddcat gpp bgt krn mahasiswa kasih jatah x program kampus merdeka apa kombinasinanya msibiismakampus mengajaretc jg skrg lg msib nih ttp aman daftar iisma
@sleketeprikitiw heboh lu,sleketeprikitiw heboh lu,sleketeprikitiw heboh lu,"['sleketeprikitiw', 'heboh', 'lu']","['sleketeprikitiw', 'heboh', 'lu']",sleketeprikitiw heboh lu
ok ak mau jd collector,ok ak mau jd collector,ok ak mau jd collector,"['ok', 'ak', 'mau', 'jd', 'collector']","['ok', 'ak', 'jd', 'collector']",ok ak jd collector
@tabibiba KA TABI INI BELI DMNAA,tabibiba KA TABI INI BELI DMNAA,tabibiba ka tabi ini beli dmnaa,"['tabibiba', 'ka', 'tabi', 'ini', 'beli', 'dmnaa']","['tabibiba', 'ka', 'tabi', 'beli', 'dmnaa']",tabibiba ka tabi beli dmnaa
Pengen punya sirkel yang lolos IISMA atau minimal anak LPDP atau kalau ndak gitu pernah International Conference di Singapore atau Japan. Tapi apa daya aku pemuda desa tak berpendidikan mau kuliah dah kalah ama ajakan temen yang everyday ngajak mabuk dan main wanita.,Pengen punya sirkel yang lolos IISMA atau minimal anak LPDP atau kalau ndak gitu pernah International Conference di Singapore atau Japan Tapi apa daya aku pemuda desa tak berpendidikan mau kuliah dah kalah ama ajakan temen yang everyday ngajak mabuk dan main wanita,pengen punya sirkel yang lolos iisma atau minimal anak lpdp atau kalau ndak gitu pernah international conference di singapore atau japan tapi apa daya aku pemuda desa tak berpendidikan mau kuliah dah kalah ama ajakan temen yang everyday ngajak mabuk dan main wanita,"['pengen', 'punya', 'sirkel', 'yang', 'lolos', 'iisma', 'atau', 'minimal', 'anak', 'lpdp', 'atau', 'kalau', 'ndak', 'gitu', 'pernah', 'international', 'conference', 'di', 'singapore', 'atau', 'japan', 'tapi', 'apa', 'daya', 'aku', 'pemuda', 'desa', 'tak', 'berpendidikan', 'mau', 'kuliah', 'dah', 'kalah', 'ama', 'ajakan', 'temen', 'yang', 'everyday', 'ngajak', 'mabuk', 'dan', 'main', 'wanita']","['pengen', 'sirkel', 'lolos', 'iisma', 'minimal', 'anak', 'lpdp', 'ndak', 'gitu', 'international', 'conference', 'singapore', 'japan', 'daya', 'pemuda', 'desa', 'berpendidikan', 'kuliah', 'dah', 'kalah', 'ama', 'ajakan', 'temen', 'everyday', 'ngajak', 'mabuk', 'main', 'wanita']",ken sirkel lolos iisma minimal anak lpdp ndak gitu international conference singapore japan daya pemuda desa didik kuliah dah kalah ama aja temen everyday ngajak mabuk main wanita
